ID,Protected_Area,Violation_Type,Year,Season,Area_m2,Distance_To_Road_km,Distance_To_Urban_km,Fine_Amount,Risk_Level
1005,روضة التنهات,إتلاف المنشآت الثابتة أو المسيجات,2020,Summer,63703,7.8,2.8,262506,Low
1006,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2004,Winter,426,9.5,26.5,200,Low
1007,الملك خالد,دخول المحمية بدون تصريح,2007,Autumn,441,19.6,5.8,5000,Low
1008,روضة التنهات,دخول المحمية بدون تصريح,2009,Spring,231,13.3,23.2,5000,Low
1009,الملك عبدالعزيز,حرق النباتات أو الأشجار,2011,Summer,1211,7.4,42.3,20000,Medium
1010,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2007,Autumn,412,14.3,11.2,3751,Low
1011,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2002,Spring,81669,9.1,8.0,1330831,High
1012,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2022,Spring,446,14.0,15.4,100,Low
1013,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2016,Spring,88245,8.9,24.8,108645,High
1014,الملك خالد,إشعال النار في غير الأماكن المخصصة,2014,Autumn,3369,0.4,18.8,20000,Medium
1015,الإمام تركي,التخلص من نفايات خطرة داخل المحمية,2000,Autumn,8232,14.6,16.5,1417782,High
1016,روضة التنهات,التخييم في المحمية بدون ترخيص,2018,Winter,214,1.8,34.6,604,Low
1017,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2008,Summer,14491,8.9,33.8,214720,High
1018,الإمام تركي,سير المركبات في غير المسارات المخصصة,2003,Summer,403,19.6,19.9,9312,Low
1019,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2003,Winter,4289,3.4,10.3,30000,Medium
1020,الملك خالد,سير المركبات في غير المسارات المخصصة,2019,Autumn,300,12.7,40.5,3092,Low
1021,الإمام تركي,قطع الأشجار أو الاحتطاب,2006,Autumn,2000,12.0,35.8,20000,Medium
1022,الإمام تركي,ترك أو رمي النفايات غير الخطرة,2008,Spring,64,19.4,27.5,5326,Low
1023,روضة التنهات,التخييم في المحمية بدون ترخيص,2012,Summer,448,9.4,12.8,5694,Low
1024,روضة التنهات,جمع منتجات كائنات مهددة بالانقراض,2019,Spring,99491,3.4,25.7,142091,High
1025,الملك عبدالعزيز,إقامة منشآت أو مبانٍ بدون ترخيص,2012,Summer,88656,18.3,11.3,1334054,High
1026,روضة التنهات,التخييم في المحمية بدون ترخيص,2010,Winter,40,17.8,30.4,1964,Low
1027,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2004,Summer,90990,11.2,37.4,171670,High
1028,الملك خالد,قطع الأشجار أو الاحتطاب,2009,Autumn,891,15.0,35.0,20000,Medium
1029,الملك عبدالعزيز,رعي الإبل أو الأبقار (للرأس الواحد),2016,Autumn,391,8.9,46.0,200,Low
1030,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2023,Autumn,486,19.2,33.4,200,Low
1031,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2011,Autumn,2073,18.8,3.3,20000,Medium
1032,الملك عبدالعزيز,حرق النباتات أو الأشجار,2017,Summer,2458,7.8,45.9,20000,Medium
1033,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2021,Winter,735,1.3,13.9,20000,Medium
1034,الملك خالد,إقامة منشآت أو مبانٍ بدون ترخيص,2010,Spring,41495,9.9,9.9,1072279,High
1035,الملك عبدالعزيز,ممارسة أنشطة علمية بدون ترخيص,2008,Spring,1343,11.3,28.1,10716,Medium
1036,الإمام تركي,التخييم في المحمية بدون ترخيص,2018,Spring,473,0.5,36.4,7805,Low
1037,الإمام تركي,إقامة منشآت أو مبانٍ بدون ترخيص,2021,Autumn,44601,9.7,4.1,1918897,High
1038,الملك خالد,جمع منتجات كائنات مهددة بالانقراض,2024,Winter,71425,18.1,10.4,244672,Low
1039,الإمام تركي,دخول المحمية بدون تصريح,2016,Summer,431,19.6,34.9,5000,Low
1040,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2016,Autumn,20187,10.8,4.5,283983,High
1041,الإمام تركي,حرق النباتات أو الأشجار,2001,Autumn,766,19.4,36.0,20000,Medium
1042,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2020,Summer,46831,14.6,31.9,1489725,High
1043,الملك عبدالعزيز,إتلاف المنشآت الثابتة أو المسيجات,2010,Summer,48310,5.4,25.1,119893,High
1044,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2016,Autumn,37624,14.1,12.7,1195283,High
1045,روضة التنهات,إقامة منشآت أو مبانٍ بدون ترخيص,2006,Winter,80379,3.0,26.7,1104167,High
1046,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2024,Winter,4363,16.2,38.8,30000,Low
1047,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2006,Summer,43889,15.7,42.4,101428,High
1048,الإمام تركي,التخييم في المحمية بدون ترخيص,2010,Spring,137,14.6,49.1,8069,Low
1049,الإمام تركي,إطلاق كائنات فطرية غازية أو دخيلة,2016,Winter,31442,3.8,4.3,91948,High
1050,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2010,Autumn,28,16.8,28.2,5262,Low
1051,الملك خالد,التخييم في المحمية بدون ترخيص,2001,Summer,35,10.0,4.0,814,Low
1052,الملك عبدالعزيز,الزراعة داخل المحمية بدون ترخيص,2006,Winter,1849,19.3,14.2,30000,Medium
1053,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2000,Winter,46152,14.9,37.8,1474042,High
1054,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2016,Summer,78664,0.6,15.0,60227,High
1055,الملك خالد,التخييم في المحمية بدون ترخيص,2001,Summer,429,11.9,30.8,7340,Low
1056,الملك خالد,إقامة منشآت أو مبانٍ بدون ترخيص,2022,Winter,98955,2.4,33.1,1027507,High
1057,الملك خالد,حرق النباتات أو الأشجار,2015,Spring,2708,17.6,4.8,20000,Medium
1058,الملك عبدالعزيز,إشعال النار في غير الأماكن المخصصة,2018,Winter,1863,18.5,25.6,20000,Medium
1059,الملك خالد,رعي الضأن أو الماعز (للرأس الواحد),2012,Winter,95,13.4,21.1,100,Low
1060,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2014,Summer,1088,9.1,15.8,30000,Medium
1061,الإمام تركي,التخلص من نفايات خطرة داخل المحمية,2010,Winter,31205,2.4,13.3,817002,High
1062,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2001,Spring,8412,4.3,26.5,873408,High
1063,الملك خالد,دخول المحمية بدون تصريح,2022,Summer,389,18.7,16.1,5000,Low
1064,الملك خالد,ممارسة أنشطة علمية بدون ترخيص,2024,Winter,1248,10.7,33.5,42093,Medium
1065,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2021,Summer,4539,2.4,20.9,30000,Medium
1066,الملك خالد,التخلص من نفايات خطرة داخل المحمية,2009,Spring,10435,16.2,35.0,144565,High
1067,الإمام تركي,حرق النباتات أو الأشجار,2023,Autumn,2087,18.6,47.4,20000,Medium
1068,روضة التنهات,ترك أو رمي النفايات غير الخطرة,2014,Summer,296,8.2,34.2,8990,Low
1069,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2019,Autumn,207,5.4,21.1,100,Low
1070,الملك خالد,قطع الأشجار أو الاحتطاب,2008,Autumn,2085,4.0,22.5,20000,Medium
1071,الملك خالد,إشعال النار في غير الأماكن المخصصة,2010,Winter,1566,6.5,7.6,20000,Medium
1072,الملك خالد,إشعال النار في غير الأماكن المخصصة,2023,Autumn,3014,15.0,44.8,20000,Medium
1073,الإمام تركي,سير المركبات في غير المسارات المخصصة,2013,Autumn,287,2.7,17.9,3675,Low
1074,روضة التنهات,دخول المحمية بدون تصريح,2012,Autumn,33,11.5,30.8,5000,Low
1075,الملك خالد,الزراعة داخل المحمية بدون ترخيص,2010,Winter,921,4.7,43.4,30000,Medium
1076,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2019,Spring,53825,7.1,27.6,18877,High
1077,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2000,Autumn,4433,9.7,36.3,30000,Medium
1078,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2019,Summer,605,11.5,37.5,30000,Medium
1079,روضة التنهات,قطع الأشجار أو الاحتطاب,2003,Autumn,609,18.6,27.7,20000,Medium
1080,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2006,Winter,461,4.4,7.4,304,Low
1081,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2018,Winter,20407,9.4,30.0,210381,High
1082,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2000,Spring,31613,15.8,1.8,293876,Medium
1083,الملك خالد,رعي الضأن أو الماعز (للرأس الواحد),2003,Winter,29,18.7,17.9,100,Low
1084,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2025,Summer,98,8.9,8.0,2196,Low
1085,روضة التنهات,سير المركبات في غير المسارات المخصصة,2008,Autumn,44,14.8,44.2,3264,Low
1086,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2008,Summer,492,5.8,28.3,100,Low
1087,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2008,Autumn,4831,16.8,29.0,20000,Medium
1088,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2025,Spring,58472,1.4,48.7,355002,High
1089,الملك عبدالعزيز,إطلاق كائنات فطرية غازية أو دخيلة,2003,Spring,65148,5.8,26.1,56926,High
1090,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2017,Spring,3523,3.2,1.7,20000,Medium
1091,الملك خالد,حرق النباتات أو الأشجار,2019,Spring,2501,11.1,30.3,20000,Medium
1092,الإمام تركي,ممارسة أنشطة علمية بدون ترخيص,2019,Winter,4705,8.3,17.3,41879,Medium
1093,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2012,Summer,18444,5.2,49.9,443863,High
1094,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2016,Summer,99049,12.6,18.9,1974036,High
1095,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2016,Summer,1416,3.7,5.9,30000,Medium
1096,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2024,Summer,466,4.8,46.7,8297,Low
1097,روضة التنهات,قطع الأشجار أو الاحتطاب,2005,Spring,4031,19.5,48.3,20000,Medium
1098,الملك خالد,رعي الإبل أو الأبقار (للرأس الواحد),2007,Autumn,203,2.6,48.1,200,Low
1099,الملك خالد,التخييم في المحمية بدون ترخيص,2018,Summer,24,18.7,18.8,6396,Low
1100,الملك خالد,دخول المحمية بدون تصريح,2024,Spring,148,19.4,45.8,5000,Low
1101,الملك خالد,جمع منتجات كائنات مهددة بالانقراض,2003,Winter,92193,4.0,21.4,256749,High
1102,روضة التنهات,قطع الأشجار أو الاحتطاب,2018,Winter,3255,18.6,45.5,20000,Medium
1103,الملك خالد,رعي الضأن أو الماعز (للرأس الواحد),2006,Spring,486,5.6,45.6,100,Low
1104,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2022,Summer,3916,1.6,27.1,20000,Medium
1105,روضة التنهات,ممارسة أنشطة علمية بدون ترخيص,2020,Autumn,2229,5.4,21.9,35959,Medium
1106,الملك خالد,جمع منتجات كائنات مهددة بالانقراض,2004,Winter,9922,3.9,38.7,102335,High
1107,روضة التنهات,ممارسة أنشطة علمية بدون ترخيص,2013,Spring,829,17.1,1.2,3486,Medium
1108,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2017,Autumn,410,13.2,26.0,2711,Low
1109,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2025,Autumn,427,2.3,6.7,200,Low
1110,الملك خالد,رعي الإبل أو الأبقار (للرأس الواحد),2002,Summer,290,4.1,2.9,200,Low
1111,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2020,Autumn,351,16.1,42.7,100,Low
1112,روضة التنهات,ترك أو رمي النفايات غير الخطرة,2003,Summer,148,7.7,38.0,3338,Low
1113,الملك عبدالعزيز,إشعال النار في غير الأماكن المخصصة,2020,Autumn,1369,18.7,3.4,20000,Medium
1114,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2015,Autumn,333,7.7,14.8,6994,High
1115,الملك خالد,قطع الأشجار أو الاحتطاب,2018,Winter,605,8.6,7.3,20000,Medium
1116,روضة التنهات,التخييم في المحمية بدون ترخيص,2008,Winter,451,15.2,16.0,444,Low
1117,الملك خالد,التخييم في المحمية بدون ترخيص,2012,Spring,377,5.9,44.2,7451,Low
1118,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2019,Summer,121,4.9,45.5,100,Low
